col_id,old,new
63,15.5.b. Universitá - Usi questo spazio se vuole aggiungere ulteriori commenti,at_uni_comments
64,15.6.a. Lavoro - Selezioni Sí o No per ogni opzione,at_work
65,15.6.b. Lavoro - Usi questo spazio se vuole aggiungere ulteriori commenti,at_work_comments
66,15.7.a. Chiesa - Selezioni Sí o No per ogni opzione,at_church
67,15.7.b. Chiesa - Usi questo spazio se vuole aggiungere ulteriori commenti,at_church_comments
68,15.8.a. Uffici pubblici - Selezioni Sí o No per ogni opzione,in_publicbuilds
69,15.8.b. Uffici pubblici - Usi questo spazio se vuole aggiungere ulteriori commenti,in_publicbuilds_comments
70,15.9.a. Altro - Selezioni Sí o No per ogni opzione,in_otherplaces
71,15.9.b. Altro - Usi questo spazio se vuole aggiungere ulteriori commenti,in_otherplaces_comments
72,"16. Quando parla emiliano, di che cosa parla? Risponda solo se ha detto di saper parlare emiliano",Q16
73,16.1.a. Saluti - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,greetings
74,16.1.b. Saluti - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,greetings_comments
75,16.2.a. Auguri/condoglianze - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,wishes
76,16.2.b. Auguri/condoglianze - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,wishes_comments
77,16.3.a. Calcoli (mentali) - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,calculations
78,16.3.b. Calcoli (mentali) - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,calculations_comments
79,16.4.a. Al telefono - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,phone
80,16.4.b. Al telefono - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,phone_comments
81,16.5.a. Per parlare di fatti quotidiani - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,everyday
82,16.5.b. Per parlare di fatti quotidiani - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,everyday_comments
83,16.6.a. Per raccontare storie - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,stories
84,16.6.b. Per raccontare storie - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,stories_comments
85,16.7.a. Per parlare di politica - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,politics
86,16.7.b. Per parlare di politica - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,politics_comments
87,16.8.a. Per scherzare - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,jokes
88,16.8.b. Per scherzare - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,jokes_comments
89,16.9.a. Per esprimere rabbia - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,anger
90,16.9.b. Per esprimere rabbia - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,anger_comments
91,16.10.a. Per esprimere gioia - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,joy
92,16.10.b. Per esprimere gioia - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,joy_comments
93,16.11.a. Per dire parolacce - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,swearing
94,16.11.b. Per dire parolacce - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,swearing_comments
95,16.12.a. Per pensare - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,thoughts
96,16.12.b. Per pensare - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,throughts_comments
97,16.13.a. Per pregare - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,prayers
98,16.13.b. Per pregare - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,prayers_comments
99,16.14.a. Altro - Selezioni Sí o No a seconda se parla emiliano per queste tematiche,other
100,16.14.b. Altro - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,other_comments_16
101,17. Usa parole italiane quando parla emiliano? Risponda solo se ha detto di saper parlare emiliano,italian_in_emilian
102,17.a. Esempi,italian_in_emilian_examples
103,18. Usa parole emiliane quando parla italiano?,emilian_in_italian
104,18.a. Esempi,emilian_in_italian_examples
105,19. Usa parole di altre lingue quando parla italiano?,other_in_italian
106,19.a. Quali lingue?,other_in_italian_langs
107,19.b. Esempi,other_in_italian_examples
108,20. Legge e scrive in emiliano?,read_write
109,20.a. Quale varietá?,read_write_vars
110,21. Che tipo di testi? Risponda solo se ha detto di leggere e scrivere in emiliano,Q21
111,21.1.a. Romanzi/storie/poesie - Leggo,literature_read
112,21.1.b. Romanzi/storie/poesie - Scrivo,literature_write
113,21.1.c. Romanzi/storie/poesie - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,literature_comments
114,21.2.a. Quotidiani e altra stampa (specifichi) - Leggo,newspapers_read
115,21.2.b. Quotidiani e altra stampa (specifichi) - Scrivo,newspapers_write
116,21.2.c. Quotidiani e altra stampa (specifichi) - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,newspapers_comments
117,21.3.a. Materiali didattici (specifichi) - Leggo,teaching_read
118,21.3.b. Materiali didattici (specifichi) - Scrivo,teaching_write
119,21.3.c. Materiali didattici (specifichi) - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,teaching_comments
120,21.4.a. Depliants - Leggo,flyers_read
121,21.4.b. Depliants - Scrivo,flyers_write
122,21.4.c. Depliants - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,flyers_comments
123,21.5.a. Altri materiali promozionali (specifichi) - Leggo,other_promo_read
124,21.5.b. Altri materiali promozionali (specifichi) - Scrivo,other_promo_write
125,21.5.c. Altri materiali promozionali (specifichi) - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,other_promo_comments
126,21.6.a. Altri materiali di stampa (specifichi) - Leggo,other_print_read
127,21.6.b. Altri materiali di stampa (specifichi) - Scrivo,other_print_write
128,21.6.c. Altri materiali di stampa (specifichi) - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,other_print_comments
129,21.7.a. Messaggi sul cellulare - Leggo,texts_read
130,21.7.b. Messaggi sul cellulare - Scrivo,texts_write
131,21.7.c. Messaggi sul cellulare - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,texts_comments
132,21.8.a. E-mail - Leggo,email_read
133,21.8.b. E-mail - Scrivo,email_write
134,21.8.c. E-mail - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,email_comments
135,21.9.a. Facebook - Leggo,facebook_read
136,21.9.b. Facebook - Scrivo,facebook_write
137,21.9.c. Facebook - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,facebook_comments
138,21.10.a. WhatsApp - Leggo,whatsapp_read
139,21.10.b. WhatsApp - Scrivo,whatsapp_write
140,21.10.c. WhatsApp - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,whatsapp_comments
141,21.11.a. Social media (specifichi) - Leggo,socialmedia_read
142,21.11.b. Social media (specifichi) - Scrivo,socialmedia_write
143,21.11.c. Social media (specifichi) - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,socialmedia_comments
144,21.12.a. Altri - Leggo,other_read
145,21.12.b. Altri - Scrivo,other_write
146,21.12.c. Altri - Usi questo spazio nel caso voglia aggiungere ulteriori commenti,other_comments_21
147,22. Programmi TV/Radio in emiliano e uso dell'emiliano su internet,Q22
148,22.1.a. Guardo programmi TV in emiliano - Quanto spesso?,watch_TV_how_often
149,"22.1.b. Guardo programmi TV in emiliano - Specifichi cosa (quali siti, quali programmi, etc)",watch_TV_what
150,22.2.a. Ascolto programmi radio in emiliano - Quanto spesso?,radio_how_often
151,"22.2.b. Ascolto programmi radio in emiliano - Specifichi cosa (quali siti, quali programmi, etc)",radio_what
152,22.3.a. Ascolto/Scrivo in emiliano su internet - Quanto spesso?,listen_watch_online_how_often
153,"22.3.b. Ascolto/Scrivo in emiliano su internet - Specifichi cosa (quali siti, quali programmi, etc)",listen_watch_online_what
154,"23. Le piace parlare emiliano? Se non lo parla, le piacerebbe poterlo parlare? Perché?",like_speaking_emilian_it
155,Like speaking,like_speaking_emilian
156,Why would speak,why_speaking_emilian
157,"24. Se ha/avesse figli, in quali lingue parlerebbe con loro? Perché?",would_teach_children_it
158,Teach children,would_teach_children
159,25. Pensa che l’emiliano dovrebbe essere mantenuto? Perché?,should_be_maintained_it
160,Maintain Emilian,should_be_maintained
161,"26. Cosa dovrebbe essere fatto per preservare e mantenere l’emiliano, e chi dovrebbe farlo?",what_should_be_done
162,27. Dove e quando si dovrebbe usare l’emiliano? Perché?,where_when_speak_emilian
163,28. Pensa che l’emiliano dovrebbe essere studiato a scuola/universitá? Perché?,taught_at_school_it
164,Teach at school,taught_at_school
165,29. Quale varietá di emiliano andrebbe insegnata? Perché?,taught_at_school_variety
166,30. Pensa che si dovrebbe usare l’emiliano come lingua dell’istruzione nelle scuole e universitá? Perché?,used_to_teach_it
167,Use Emilian in school,used_to_teach
168,31. Quale varietá di emiliano le piacerebbe venisse usata? Perché?,used_to_teach_variety
169,"32. Studi recenti dimostrano che crescere parlando due o piú lingue porta vantaggi quali maggior concentrazione, miglior attenzione, memoria, e creativitá. Sapere questo la fa riconsiderare il valore dell'emiliano e il suo ruolo nella crescita di un bambino? Perché?",reconsider_value_it
170,Reconsider value,reconsider_value
171,"33. Come si definirebbe in termini di identiá? (Es: italiano, emiliano, europeo, etc…)",identity
172,34. Che cosa vuole dire secondo Lei essere montanaro/a?,montanaro_it
173,Montanaro,montanaro
174,35. Che cosa vuole dire seondo Lei essere un cittadino/pianeggiante?,pianeggiante_it
175,Pianeggiante,pianeggiante
176,"36. Come reputa d’istinto una persona che parla emiliano?: Indichi per ogni voce della tabella (a. - h.) una delle cinque opzioni a seconda di quanto lei sia d'accordo nell'attribuire uno dei due aggettivi all'estremità della tabella ad un emiliano parlante. Se non ha forti opinioni in merito alla caratteristica indicata segnali l'opzione 3 che significa ""per me è indifferente"". Si ricordi che le valutazioni date devono essere sole impressioni su una persona che parla emiliano e quindi attribuite d'istinto: (Es. Voce a. dia 1 se la reputa istruita, 2 se abbastanza istruita, 3 se indifferente, 4 se poco istruita, 5 se non istruita)",Q36
177,"36.1.a. a. Istruita - 1 indica un giudizio piú favorevole, 3 un giudizio neutro, 5 un giudizio negativo. Esempio: dia 1 se la reputa istruita, 2 se abbastanza istruita, 3 se indifferente, 4 se poco istruita, 5 se non istruita",educated
178,"36.2.a. b. Intelligente - 1 indica un giudizio piú favorevole, 3 un giudizio neutro, 5 un giudizio negativo. Esempio: dia 1 se la reputa istruita, 2 se abbastanza istruita, 3 se indifferente, 4 se poco istruita, 5 se non istruita",intelligent
179,"36.3.a. c. Diligente - 1 indica un giudizio piú favorevole, 3 un giudizio neutro, 5 un giudizio negativo. Esempio: dia 1 se la reputa istruita, 2 se abbastanza istruita, 3 se indifferente, 4 se poco istruita, 5 se non istruita",diligent
180,"36.4.a. d. Amichevole - 1 indica un giudizio piú favorevole, 3 un giudizio neutro, 5 un giudizio negativo. Esempio: dia 1 se la reputa istruita, 2 se abbastanza istruita, 3 se indifferente, 4 se poco istruita, 5 se non istruita",friendly
181,"36.5.a. e. Gentile - 1 indica un giudizio piú favorevole, 3 un giudizio neutro, 5 un giudizio negativo. Esempio: dia 1 se la reputa istruita, 2 se abbastanza istruita, 3 se indifferente, 4 se poco istruita, 5 se non istruita",kind
182,"36.6.a. f. Affidabile - 1 indica un giudizio piú favorevole, 3 un giudizio neutro, 5 un giudizio negativo. Esempio: dia 1 se la reputa istruita, 2 se abbastanza istruita, 3 se indifferente, 4 se poco istruita, 5 se non istruita",trustworthy
183,"36.7.a. g. Raffinata - 1 indica un giudizio piú favorevole, 3 un giudizio neutro, 5 un giudizio negativo. Esempio: dia 1 se la reputa istruita, 2 se abbastanza istruita, 3 se indifferente, 4 se poco istruita, 5 se non istruita",refined
184,"36.8.a. h. Familiare - 1 indica un giudizio piú favorevole, 3 un giudizio neutro, 5 un giudizio negativo. Esempio: dia 1 se la reputa istruita, 2 se abbastanza istruita, 3 se indifferente, 4 se poco istruita, 5 se non istruita",familiar
185,37. Come direbbe “il letto” nel suo emiliano?,bed
186,38. Come direbbe “il sole” nel suo emiliano?,sun
187,39. Come direbbe “il mento” nel suo emiliano?,chin
188,"40. Traduca ""Non se ne sono nemmeno accorti"" nel suo emiliano",they_didnt_even_realise
189,41. Traduca “Sono arrivati molti studenti ieri” nel suo emiliano,there_arrived_many_students_yesterday
190,42. Traduca “Il pattume é accanto alla porta” nel suo emiliano,the_rubbish_is_next_to_the_door
191,43. Traduca “Non ci sono piú le bacinelle sulla tavola” nel suo emiliano,there_are_no_more_bowls_on_the_table
192,44. Traduca “Mi ha graffiato il gatto” e “Mi ha graffiato la gatta” nel suo emiliano,the_cat-MF_scratched_me
